COUNT,FILE,Licence holder,,,,,,LOCATION,,COORDINATES,,DISTRCIT,GRANT NUMBER,,,,,,,,Expected Annual rental ,Expected renewal fee,YEARS IN ARREAR,,,,,,,,,
Ground Water,WRA/1473,Kaliranganga FP School,Chikufikani Village ,NA,NA,NA,"Box 177, Dedza ","Chikufikani Village, TA Kachere",,NA,NA,Dedza,GL 386/2021,5,29/6/2026,30/06/2021,NWRA,21.6,Borehole,Domestic,"10,000.00",,NO,NO,NO,,,,,,,
Ground Water,WRA/1473,Chilanga FP School,Mchepa Village,NA,NA,NA,"Box 7, Dedza","Mchepa Village, TA Chauma",,NA,NA,Dedza,GL 453/2021,5,29/6/2026,30/06/2021,NWRA,6,Borehole,Domestic,"10,000.00",,NO,NO,NO,,,,,,,
Ground Water,WRA/1474,"Mawelera Enterprises, Eric Abel Tembo",Chinkhomamvula Viilage,Eric Abel Tembo,999957630,erichlulotembo2002@yahoo.co.uk,"Box 20263, Luwenga, Mzuzu","Chinkhoma Mvula, TA Mtwalo, Mzimba",,NA,NA,Mzimba,GL 417/2021,5,29/6/2026,30/06/2021,NWRA,104.26,Borehole,Industrial,"10,000.00",,NO,NO,NO,,,,,,,
Ground Water,WRA/1474,"Mawelera Enterprises, Njuyu Producers Cooperative",Zebron Tembo Village,Eric Abel Tembo,999957630,erichlulotembo2002@yahoo.co.uk,"Box 20263, Luwenga, Mzuzu","Zebron Tembo Village, TA Kampingo Sibande",,NA,NA,Mzimba,GL 412/2021,5,29/6/2026,30/06/2021,NWRA,104.56,Borehole,Industrial,"10,000.00",,NO,NO,NO,,,,,,,
Ground Water,WRA/1474,"Mawelera Enterprises, Njuyu Producers Cooperative",Zebron Tembo Village,Eric Abel Tembo,999957630,erichlulotembo2002@yahoo.co.uk,"Box 20263, Luwenga, Mzuzu","Zebron Tembo Village, TA Kampingo Sibande",,NA,NA,Mzimba,GL 411/2021,5,29/6/2026,30/06/2021,NWRA,104.56,Borehole,Domestic,"10,000.00",,NO,NO,NO,,,,,,,
Ground Water,WRA/1474,"Mawelera Enterprises,Emoneni Irrigation Scheme",Zebron Tembo Village,Eric Abel Tembo,999957630,erichlulotembo2002@yahoo.co.uk,"Box 20263, Luwenga, Mzuzu","Zebron Tembo Village, TA Kampingo Sibande",,NA,NA,Mzimba,GL 415/2021,5,29/6/2026,30/06/2021,NWRA,420,Borehole,Industrial,"10,000.00",,NO,NO,NO,,,,,,,
Ground Water,WRA/1474,"Mawelera Enterprises, Eric Abel Tembo",Chinkhomamvula Viilage,Eric Abel Tembo,999957630,erichlulotembo2002@yahoo.co.uk,"Box 20263, Luwenga, Mzuzu","Zebron Tembo Village, TA Kampingo Sibande",,NA,NA,Mzimba,GL 416/2021,5,29/6/2026,30/06/2021,NWRA,104.26,Borehole,Industrial,"10,000.00",,NO,NO,NO,,,,,,,
Ground Water,WRA/1474,"Mawelera Enterprises, Eric Abel Tembo",Chinkhomamvula Viilage,Eric Abel Tembo,999957630,erichlulotembo2002@yahoo.co.uk,"Box 20263, Luwenga, Mzuzu","Chinkhoma Mvula, TA Mtwalo, Mzimba",,NA,NA,Mzimba,GL 417/2021,5,29/6/2026,30/06/2021,NWRA,104.26,Borehole,Industrial,"10,000.00",,NO,NO,NO,,,,,,,
Ground Water,WRA/1474,"Mawelera Enterprises, Eric Abel Tembo",Chinkhomamvula Viilage,Eric Abel Tembo,999957630,erichlulotembo2002@yahoo.co.uk,"Box 20263, Luwenga, Mzuzu","Chinkhoma Mvula, TA Mtwalo, Mzimba",,NA,NA,Mzimba,GL 417B/2021,5,29/6/2026,30/06/2021,NWRA,104.26,Borehole,Industrial,"10,000.00",,NO,NO,NO,,,,,,,
Ground Water,WRA/1474,"Mawelera Enterprises,Emoneni Irrigation Scheme",Zebron Tembo Village,Eric Abel Tembo,999957630,erichlulotembo2002@yahoo.co.uk,"Box 20263, Luwenga, Mzuzu","Zebron Tembo Village, TA Kampingo Sibande",,NA,NA,Mzimba,GL 414/2021,5,29/6/2026,30/06/2021,NWRA,420,Borehole,Industrial,"10,000.00",,NO,NO,NO,,,,,,,
Ground Water,WRA/1474B,Mavungwe,Kamukhumbachi,NA,NA,NA,"Box 181, Mzimba","Kamukhumbachi, T/A Mzikubola",,582150,8695359,Mzimba,GL 422/2021,5,29/6/2026,30/06/2021,NWRA,6.1,Borehole,Domestic, -   ,,NO,NO,NO,,,,,,,
Ground Water,WRA/1474B,M'mbelwa District Council,Ndawandawa Village,NA,NA,NA,"Box 32, MZIMBA","Ndawandawa Village, T/A M'mbelwa",,NA,NA,Mzimba,GL 512/2021,5,29/6/2026,30/06/2021,NWRA,5,Borehole,Domestic, -   ,,NO,NO,NO,,,,,,,
Ground Water,WRA/1474B,M'mbelwa District Council,Shemu Ngwira Village,NA,NA,NA,"Box 32, MZIMBA","Shumu Ngwira Village, T/A M'mbelwa",,NA,NA,Mzimba,GL 513/2021,5,29/6/2026,30/06/2021,NWRA,10,Borehole,Domestic, -   ,,NO,NO,NO,,,,,,,
Ground Water,WRA/1474B,M'mbelwa District Council,Phillimon Manda Village,NA,NA,NA,"Box 32, MZIMBA","Phillimon Manda Village, T/A M'mbelwa",,NA,NA,Mzimba,GL 514/2021,5,29/6/2026,30/06/2021,NWRA,7,Borehole,Domestic, -   ,,NO,NO,NO,,,,,,,
Ground Water,WRA/1474B,M'mbelwa District Council,Dameseke Village,NA,NA,NA,"Box 32, MZIMBA","Dameseke Village, T/A Chindi",,NA,NA,Mzimba,GL 525/2021,5,29/6/2026,30/06/2021,NWRA,6,Borehole,Domestic, -   ,,NO,NO,NO,,,,,,,
Ground Water,WRA/1474,M'mbelwa District Council,Muyehere Kumwenda Village,NA,NA,NA,"Box 32, MZIMBA","Muyehere Kumwenda Village, T/A Chindi",,NA,NA,Mzimba,GL 526/2021,5,29/6/2026,30/06/2021,NWRA,6,Borehole,Domestic, -   ,,NO,NO,NO,,,,,,,
Ground Water,WRA/1474,M'mbelwa District Council,Mlangali Village,NA,NA,NA,"Box 32, MZIMBA","Mlangali Village, T/A Chindi",,NA,NA,Mzimba,GL527/2021,5,29/6/2026,30/06/2021,NWRA,6,Borehole,Domestic, -   ,,NO,NO,NO,,,,,,,
Ground Water,WRA/1474,M'mbelwa District Council,Uyani Ngoma Village,NA,NA,NA,"Box 32, MZIMBA","Uyani Ngoma Village, T/A Mabilabo",,NA,NA,Mzimba,GL 528/2021,5,29/6/2026,30/06/2021,NWRA,8,Borehole,Domestic, -   ,,NO,NO,NO,,,,,,,
Ground Water,WRA/1474,M'mbelwa District Council,Chaipa Banda Village,NA,NA,NA,"Box 32, MZIMBA","Chaipa Banda Village, T/A Mabilabo",,NA,NA,Mzimba,GL 529/2021,5,29/6/2026,30/06/2021,NWRA,7,Borehole,Domestic, -   ,,NO,NO,NO,,,,,,,
Ground Water,WRA/1474,M'mbelwa District Council,Matemanga Msofi Village,NA,NA,NA,"Box 32, MZIMBA","Matemanga Msofi Village, T/A Mabilabo",,NA,NA,Mzimba,GL 530/2021,5,29/6/2026,30/06/2021,NWRA,10,Borehole,Domestic, -   ,,NO,NO,NO,,,,,,,
Ground Water,WRA/1474,M'mbelwa District Council,Chibisa Mphande Village,NA,NA,NA,"Box 32, MZIMBA","Chibisa Mphande Village, T/A Mabilabo",,NA,NA,Mzimba,GL 531/2021,5,29/6/2026,30/06/2021,NWRA,11,Borehole,Domestic, -   ,,NO,NO,NO,,,,,,,
Ground Water,WRA/1474,M'mbelwa District Council,Kong'oli Village,NA,NA,NA,"Box 32, MZIMBA","Kong'oli Village, TA Chindi ",,NA,NA,Mzimba,GL 532/2021,5,29/6/2026,30/06/2021,NWRA,12,Borehole,Domestic, -   ,,NO,NO,NO,,,,,,,
Ground Water,WRA/1474,M'mbelwa District Council,Empopameni Village ,NA,NA,NA,"Box 32, MZIMBA","Empopameni Village, TA Chindi",,NA,NA,Mzimba,GL 533/2021,5,29/6/2026,30/06/2021,NWRA,10,Borehole,Domestic, -   ,,NO,NO,NO,,,,,,,
Ground Water,WRA/1474,M'mbelwa District Council,Chasisi Village ,NA,NA,NA,"Box 32, MZIMBA","Chasisi Village, TA Chindi",,NA,NA,Mzimba,GL 534/2021,5,29/6/2026,30/06/2021,NWRA,9,Borehole,Domestic, -   ,,NO,NO,NO,,,,,,,
Ground Water,WRA/1474,M'mbelwa District Council,Chankhomi Viilage ,NA,NA,NA,"Box 32, MZIMBA","Chankhomi Village, Chindi",,NA,NA,Mzimba,GL 535/2021,5,29/6/2026,30/06/2021,NWRA,8,Borehole,Domestic, -   ,,NO,NO,NO,,,,,,,
Ground Water,WRA/1474,M'mbelwa District Council,Kathibi Village ,NA,NA,NA,"Box 32, MZIMBA","Kathibi Village, TA Kampingo Sibande",,NA,NA,Mzimba,GL 536/2021,5,29/6/2026,30/06/2021,NWRA,7,Borehole,Domestic, -   ,,NO,NO,NO,,,,,,,
Ground Water,WRA/1474,M'mbelwa District Council,Simion Mguntha Village,NA,NA,NA,"Box 32, MZIMBA","Smion Mguntha, TA Kampingo Sibanda",,NA,NA,Mzimba,GL 537/2021,5,29/6/2026,30/06/2021,NWRA,9,Borehole,Domestic, -   ,,NO,NO,NO,,,,,,,
Ground Water,WRA/1474,M'mbelwa District Council,Chiwombe Kamwiro Village,NA,NA,NA,"Box 32, MZIMBA","Kamwiro Village, TA Kampingo Sibande",,NA,NA,Mzimba,GL 538/2021,5,29/6/2026,30/06/2021,NWRA,10,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1474,M'mbelwa District Council,Chobezga Village ,NA,NA,NA,"Box 32, MZIMBA","Chobezga Village, TA Jalavikuwa ",,NA,NA,Mzimba,GL 544/2021,5,29/6/2026,30/06/2021,NWRA,8,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1474,M'mbelwa District Council,Enukwani CDSS ,NA,NA,NA,"Box 32, MZIMBA","Enukweni Village, TA Jalavikuwa",,NA,NA,Mzimba,GL 545/2021,5,29/6/2026,30/06/2021,NWRA,7,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1474,M'mbelwa District Council,Nkhondokhowoya Village,NA,NA,NA,"Box 32, MZIMBA","Nkhondokhowoya Village, TA Jalavikuwa",,NA,NA,Mzimba,GL 546/2021,5,29/6/2026,30/06/2021,NWRA,9,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1474,M'mbelwa District Council,Luzi  Village ,NA,NA,NA,"Box 32, MZIMBA","Luzi Village, TA Jalavikuwa",,NA,NA,Mzimba,GL 547/2021,5,29/6/2026,30/06/2021,NWRA,10,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1474,M'mbelwa District Council,Kawaliwali School ,NA,NA,NA,"Box 32, MZIMBA","Kawaliwali School, TA khosolo ",,NA,NA,Mzimba,GL 548/2021,5,29/6/2026,30/06/2021,NWRA,12,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1474,M'mbelwa District Council,NA,John Kata Chirwa ,NA,NA,"Box 32, MZIMBA",TA Khosolo,,NA,NA,Mzimba,GL 549/2021,5,29/6/2026,30/06/2021,NWRA,10,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1474,M'mbelwa District Council,Kalemba Kaninji ,Kalemba Kaninji,NA,NA,"Box 32, MZIMBA",TA Khosolo,,NA,NA,Mzimba,GL 550/2021,5,29/6/2026,30/06/2021,NWRA,10,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1474,M'mbelwa District Council,Kanonono Primary School ,NA,NA,NA,"Box 32, MZIMBA","Kanonono Village, TA Khosolo",,NA,NA,Mzimba,GL 551/2021,5,29/6/2026,30/06/2021,NWRA,8,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1474,M'mbelwa District Council,Saint Annie's ,NA,NA,NA,"Box 32, MZIMBA","Mnyumazi Village,",,NA,NA,Mzimba,GL 552/2021,5,29/6/2026,30/06/2021,NWRA,9,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1474,M'mbelwa District Council,Jake Mtongo Village,NA,NA,NA,"Box 32, MZIMBA",Jake Mtongo,,NA,NA,Mzimba,GL 553/2021,5,29/6/2026,30/06/2021,NWRA,8,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1474,M'mbelwa District Council,Lupuha Village ,NA,NA,NA,"Box 32, MZIMBA",Lupuha Village,,NA,NA,Mzimba,GL 554/2021,5,29/6/2026,30/06/2021,NWRA,7,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1474,M'mbelwa District Council,Chasato School,NA,NA,NA,"Box 32, MZIMBA",Chasota Village,,NA,NA,Mzimba,GL 555/2021,5,29/6/2026,30/06/2021,NWRA,9,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1474,M'mbelwa District Council,"Kapemberwa FP School, Mzimba North",NA,NA,NA,"Box 31, MZIMBA","Mzimba North, Bwambyali, T/A Mtwalo",,NA,NA,Mzimba,GL 466/2021,5,29/6/2026,30/06/2021,NWRA,8.1,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1474,M'mbelwa District Council,"Kambanga FP School, Euthini",NA,NA,NA,"Box 2, MZIMBA","Magazo Village, T/A Chindi",,NA,NA,Mzimba,GL 467/2021,5,29/6/2026,30/06/2021,NWRA,11.88,Borehole,Domestic,"10,000.00",,,,,,,,,,,
Ground Water,WRA/1474,M'mbelwa District Council,Malata FP School,NA,NA,NA,"P/B 27, MZIMBA",Kafukule,,566637,8742280,Mzimba,GL 444/2021,5,29/6/2026,30/06/2021,NWRA,11,Borehole,Domestic,"10,000.00",,,,,,,,,,,
Ground Water,WRA/1474,M'mbelwa District Council,KaulanKhuta FP school,NA,NA,NA,"Box 32, MZIMBA","Mjojo Village, T/A mzikubola",,570036,8666031,Mzimba,GL 423/2021,5,29/6/2026,30/06/2021,NWRA,8.6,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1474,"Mawelera Enterprises, Njuyu Producers Cooperative",Zebron Tembo Village,Eric Abel Tembo,999957630,erichlulotembo2002@yahoo.co.uk,"Box 20263, Luwenga, Mzuzu","Zebron Tembo Village, TA Kampingo Sibande",,NA,NA,Mzimba,GL 410/2021,5,29/6/2026,30/06/2021,NWRA,104.56,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1474,"Mawelera Enterprises,Emoneni Irrigation Scheme",Zebron Tembo Village,Eric Abel Tembo,999957630,erichlulotembo2002@yahoo.co.uk,"Box 20263, Luwenga, Mzuzu","Zebron Tembo Village, TA Kampingo Sibande",,NA,NA,Mzimba,GL 413/2021,5,29/6/2026,30/06/2021,NWRA,420,Borehole,Industrial,"10,000.00",,,,,,,,,,,
Ground Water,WRA/1474,Mtende Local Education Authority School,Euthini Village,NA,NA,NA,"P/B 3 Euthini, Mzimba",Euthini,,559741,8729379,Mzimba,GL 443/2021,5,29/6/2026,30/06/2021,NWRA,13.4,Borehole,Domestic,"10,000.00",,,,,,,,,,,
Ground Water,WRA/1474,Vulundiya,"Champhira, Mzimba South",NA,NA,NA,"Box 76, Champhira",Champhira,,569591,8656691,Mzimba,GL 442/2021,5,29/6/2026,30/06/2021,NWRA,8.5,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1474,Kauvi FP School,Kauvi  ,NA,NA,NA,"Box 32, MZIMBA",Kauvi,,NA,NA,Mzimba,GL 439/2021,5,29/6/2026,30/06/2021,NWRA,5,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1475,Mulanje District council,Mabanja Primary School,NA,884135264,NA,"Box 43, Mulanje","Nkuta Villate, T/A sungani nzero",,16.533333,35.6580733,Mulanje,GL 484/2021,5,29/6/2026,30/06/2021,NWRA,22.5,Borehole,Domestic,"10,000.00",,,,,,,,,,,
Ground Water,WRA/1475,Chikuli FP School,John Village,NA,888731999,NA,"Box 43, Mulanje","John Village, T/A Mkando",,15.9436617,35.4164617,Mulanje,GL 483/2021,5,29/6/2026,30/06/2021,NWRA,17.28,Borehole,Domestic,"10,000.00",,,,,,,,,,,
Ground Water,WRA/1475,Mulanje District council,Chancy Malola Chibanthe School,Chancy Malola,881851660,NA,"Box 32, MZIMBA","Makwele Village, T/A Mabuka",,15.5565,35.22642,Mulanje,GL 418/2021,5,29/6/2026,30/06/2021,NWRA,14,Borehole,Domestic,"10,000.00",,,,,,,,,,,
Ground Water,WRA/1475,Mulanje District council,Mtendere Primary School,NA,888742475/992306464,NA,"Box 32, MZIMBA","Liwakhwa Village, T/A Mkando",,16.04345,35.28735,Mulanje,GL 418B/2021,5,29/6/2026,30/06/2021,NWRA,,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1477,Charles J.O Chabuka,Mpotadzinga Villlage ,Charles J.O Chabuka,991392276,charleschabuka@yahoo.co.uk,NA,Mpotadzingwe VGE T/A Kasisi,,NA,NA,Chikwawa,GL 743/2021,5,12/7/2021,12/6/2021,NWRA,0.52,Borehole,Domestic ,"10,000.00",,,,,,,,,,,
Ground Water,WRA/1480,Lwezge LEA School,Chitimba,NA,884316520,NA,"Box 32, Chitimba, Karonga","Chisiza Village, Wasambo",,628619,8832176,Karonga,GL446/2021,5,29/6/2026,30/06/2021,NWRA,16,Borehole,Domestic,"10,000.00",,NO ,NO,NO,,,,,,,
Ground Water,WRA/1480,Libwelalumbe Primary School ,Chilumba Chambogho Village,NA,0999717789/0991390000,NA,"Box 71, Karonga","Chilumba Chambogho Village, TA Wasambo",,NA,NA,Karonga,GL462/2021,5,29/6/2026,30/06/2021,NWRA,13.5,Borehole,Domestic,"10,000.00",,NO ,NO,NO,,,,,,,
Ground Water,WRA/1480,VUA Primary School,"Nyungwe, Kaswera Village",NA,0999132541/0991581219/0993735564,NA,"Box 21 Nyungwe, Karonga","Kaswera Village, TA Mwilang'ombe",,10.2709467,34.1307,Karonga,GL461/2021,5,29/6/2026,30/06/2021,NWRA,17.1,Borehole,Domestic,"10,000.00",,NO ,NO,NO,,,,,,,
Ground Water,WRA/1480,Chihepusha Primary School,"Nyungwe, Bunganilo Village",NA,0999947032/0995984015,NA,"Box 4, Nyungwe, Karonga","Bunganilo Village, Mwilang'ombe",,10.3307483,34.10939,Karonga,GL460/2021,5,29/6/2026,30/06/2021,NWRA,14.4,Borehole,Domestic,"10,000.00",,NO ,NO,NO,,,,,,,
Ground Water,WRA/1480,Majaliro Primary School,"Chilumba, Yalema Village",NA,0886490934/0881284865,NA,"Box 4, Chilumba, Karonga","Yalema Village, TA Wasambo",,10.3834667,34.2166993,Karonga,GL 459/2021,5,29/6/2026,30/06/2021,NWRA,14.76,Borehole,Domestic,"10,000.00",,NO ,NO,NO,,,,,,,
Ground Water,WRA/1480,Chiduli Primary School,"Chilumba, Mulyabweka",NA,993119852,NA,"Box 118, Chilumbe","Mulyabweka, TA Wasambo",,626309,8841184,Karonga,GL 441/2021,5,29/6/2026,30/06/2021,NWRA,12,Borehole,Domestic,"10,000.00",,NO ,NO,NO,,,,,,,
Ground Water,WRA/1482,Bimbi Irrigation Scheme ,Domasi ,NA,887444593,NA,"C/o 133, Domasi","Bimbi Village, TA Kuntumanje",,NA,NA,Zomba,GL 448/2021,5,29/6/2026,30/06/2021,NWRA,43,Borehole,Irrigation,"10,000.00",,NO,NO,NO,,,,,,,
Ground Water,WRA/1483,SRWSIHL Project MOFNR ,Kasinje,K Msowoya ,01775969/099411037/0888300494,NA,"P/Bag 390, Lilongwe","Kasinje, TA Ganya Ntcheu",,NA,NA,Ntcheu,GL 449/2021,5,29/6/2026,30/06/2021,NWRA,120,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1483,SRWSIHL Project MOFNR ,Likangaliya Village,K Msowoya ,01775969/099411037/0888300494,NA,"P/Bag 390, Lilongwe","Likangaliya Village, TA Nazombe",,796641,8261193,Phalombe,GL454/2021,5,29/6/2026,30/06/2021,NWRA,100,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1483,SRWSIHL Project MOFNR ,Likangaliya Village,K Msowoya ,01775969/099411037/0888300494,NA,"P/Bag 390, Lilongwe","Likangaliya Village, TA Nazombe",,796161,8261398,Phalombe,GL455/2021,5,29/6/2026,30/06/2021,NWRA,100,Borehole,Domestic, -   ,,,,,,,,,,,
Ground Water,WRA/1484,Chilambe Irrigation Scheme,Chilambe Village,NA,995443865,NA,"Box 14, Domasi, Zomba",Zomba,,NA,NA,Zomba,GL 425/2021,5,29/6/2026,30/06/2021,NWRA,82,Borehole,Irrigation,"10,000.00",,NO,NO,NO,,,,,,,
Ground Water,WRA/1487,Anhui Foreigh Economic Construction (Group) Ltd (AFECC),Area 49,NA,996565559,xuxiaping169@gmail.com,NA,Dedza,,NA,NA,Dedza,GL 492/2021,5,29/6/2026,30/06/2021,NWRA,50,Borehole,Construction,"10,000.00",,NO,NO,YES,,,,,,,
Ground Water,WRA/1494,Shandong Lugiao,Mangate Village,NA,997542200,sdl9mlw@gmail.com,"Box 3352, Lilongwe",Lilongwe,,586095,8467941,Lilongwe,GL 160/2022,5,29/9/2026,30/09/2021,NWRA,2,Borehole,Construction,"10,000.00",,NO,YES,,,,,,,,
Ground Water,NWRA/1503,Mt. MERU,M'gubo Village,,0994079989/ 0994079989,chahanmayank@mountmerugroup.com,"PO Box 2285, Dowa","M'gubo Village, T/A Mkupula (Lumbadzi)",,,,Dowa,GL735/2021,5,6/12/2026,7/12/2021,NWRA,18,,Irrigation & Industrial,"20,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ground Water,NWRA/1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ground Water,NWRA/1506,Speedy's Food Industries Limited,Mapanga 2 Borehole 4 MP107,Isaac Katandala,0885841526/ 0884033430,info@speed's.mw.co,"PO Box 5626, Blantyre",Mapanga 2 Borehole 4 MP107,,724859,8255284,Blantyre,GL748/2021,5,6/12/2026,7/12/2021,NWRA,50,Borehole,Livestock,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1506,Speedy's Food Industries Limited,Mapanga 2 Borehole 3,,,,,Mapanga 2 Borehole 3,,724877,8255411,Blantyre,GL749/2021,5,6/12/2026,7/12/2021,NWRA,50,Borehole,Livestock,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1506,Speedy's Food Industries Limited,Mapanga 1 Borehole 2,,,,,Mapanga 1 Borehole 2,,724812,8255202,Blantyre,GL750/2021,5,6/12/2026,7/12/2021,NWRA,50,Borehole,Livestock,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1506,Speedy's Food Industries Limited,Mapanga 1 Borehole 1,,,,,Mapanga 1 Borehole 1,,724794,8254890,,GL757/2021,5,6/12/2026,7/12/2021,NWRA,57,Borehole,Livestock,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Ground Water,NWRA/1507,Kachere Irrigation Scheme,Mungo Eswazini,Elliums Nyirenda,0882070893/ 0884907436,,"C/O Mongo F.P. School, Mzimba","Mungo Eswazini, T/A Kampongosibande",,576830,8701002,Mzimba,,,,,NWRA,113.4,Borehole,Irrigation,,,,,,,,,,,,
Ground Water,NWRA/1508,Kapondero Primary School ,Shemu Singini,T.C. Singini,0996376170/ 0999476026,aaronmsiska@gmail.com,C/O Kapondero F.P. School,"Shemu Singini, T/A Mtwalo",,607234,8755321,Mzimba,GL753/2021,5,6/12/2026,7/12/2021,NWRA,258.552,Borehole,Rural Domestic,"10,000.00",,,,,,,,,,,
Ground Water,NWRA/1509,Mr. C.L. Vellemu,Chiseka Village,C.L. Vellemu,,,"PO Box 219, Lilongwe","Chiseka Village, T/A Chiseka",,-14.291936E,33.740725N,Lilongwe,GL768/2021,5,6/12/2026,7/12/2021,NWRA,2.5,Borehole,Rural Domestic,"10,000.00", N/A ,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil
Ground Water,NWRA/1510,Innovation Africa,Kachala Village,Temwani,881980469,temwani@innoafrica.org,"PO Box 244, Manngochi","Kachala Village, T/A Mponda",,715807,8397914,Mangochi,GL771B/2021,5,6/12/2026,7/12/2021,NWRA,120.96,Borehole,Rural Domestic, nil , nil , nil , nil , nil , nil , nil , nil , nil , nil , nil , nil 
Ground Water,NWRA/1510,Innovation Africa,Songa3 Village,,,,,"Songa Village, T/A Mtonda",,702196,8389600,Mangochi,GL769/2021,5,6/12/2026,7/12/2021,NWRA,172.8,Borehole,Rural Domestic, nil , nil , nil , nil , nil , nil , nil , nil , nil , nil , nil , nil 
Ground Water,NWRA/1510,Innovation Africa,Maona Village,,,,,"Maoni Village, T/A Chimwala",,"14""33'13""S","35""7'8'E",Mangochi,GL770/2021,5,6/12/2026,7/12/2021,NWRA,95.04,Borehole,Rural Domestic, nil , nil , nil , nil , nil , nil , nil , nil , nil , nil , nil , nil 
Ground Water,NWRA/1510,Innovation Africa,Kwinini Village,,,,,"Kwinini Village, T/A Chimwala",,709735,8400919,Mangochi,GL771/2021,5,6/12/2026,7/12/2021,NWRA,20,Borehole,Rural Domestic, nil , nil , nil , nil , nil , nil , nil , nil , nil , nil , nil , nil 
Ground Water,NWRA/1510, A, ,,,,,Dzoole Village T/A Mponda,,699182,8390444,Mangochi,GL772/2021,5,6/12/2026,7/12/2021,NWRA,172.8,Borehole,Rural Domestic, nil , nil , nil , nil , nil , nil , nil , nil , nil , nil , nil , nil 
Ground Water,NWRA/1510,Innovation Africa,Mbande Village,,,,,"Mbande Village, T/A Mponda",,723149,8391917,Mangochi,GL778/2021,5,6/12/2026,7/12/2021,NWRA,172.8,Borehole,Rural Domestic, nil , nil , nil , nil , nil , nil , nil , nil , nil , nil , nil , nil 
Ground Water,NWRA/1510,Innovation Africa,Sandalamu Village,,,,,"Sandalamu Village, T/A Chilipa",,707235,8377211,Mangochi,GL777/2021,5,6/12/2026,7/12/2021,NWRA,15,Borehole,Rural Domestic, nil , nil , nil , nil , nil , nil , nil , nil , nil , nil , nil , nil 
Ground Water,NWRA/1510,Innovation Africa,Chimwaza Village,,,,,"Chimwaza Village, T/A Ntonda",,702565,8384177,Mangochi,GL773/2021,5,6/12/2026,7/12/2021,NWRA,432,Borehole,Rural Domestic, nil , nil , nil , nil , nil , nil , nil , nil , nil , nil , nil , nil 
Ground Water,NWRA/1510,Innovation Africa,Bonongwe Village,,,,,"Bonongwe, T/A Chimwala",,719053,8366087,Mangochi,GL774/2021,5,6/12/2026,7/12/2021,NWRA,43.2,Borehole,Rural Domestic, nil , nil , nil , nil , nil , nil , nil , nil , nil , nil , nil , nil 
Ground Water,NWRA/1510,Innovation Africa,Bitoni Village,,,,,"Bitoni Village, T/A Nyambi",,793054,8385578,Mangochi,GL775/2021,5,6/12/2026,7/12/2021,NWRA,120.96,Borehole,Rural Domestic, nil , nil , nil , nil , nil , nil , nil , nil , nil , nil , nil , nil 
Ground Water,NWRA/1510,Innovation Africa,Ipira Village,,,,,"Ipira Village, T/A Chilipa",,712711,8372996,Mangochi,GL776/2021,5,6/12/2026,7/12/2021,NWRA,35,Borehole,Rural Domestic, nil , nil , nil , nil , nil , nil , nil , nil , nil , nil , nil , nil 
Ground Water,NWRA/1510,Innovation Africa,Masambuka Village,,,,,"Masambuka Village, T/A Ntonda",,702211,8380146,Mangochi,GL779/2021,5,6/12/2026,7/12/2021,NWRA,155.52,Borehole,Rural Domestic, nil , nil , nil , nil , nil , nil , nil , nil , nil , nil , nil , nil 
